place,scope,year,kind,hour,crashes,hour_unknown
Rio Arriba County,county,2019,injury_or_fatal,11,10,0
Rio Arriba County,county,2019,injury_or_fatal,12,24,0
Rio Arriba County,county,2019,injury_or_fatal,13,24,0
Rio Arriba County,county,2019,injury_or_fatal,14,12,0
Rio Arriba County,county,2019,injury_or_fatal,15,12,0
Rio Arriba County,county,2019,injury_or_fatal,16,14,0
Rio Arriba County,county,2019,injury_or_fatal,17,21,0
Rio Arriba County,county,2019,injury_or_fatal,18,14,0
Rio Arriba County,county,2019,injury_or_fatal,19,17,0
Rio Arriba County,county,2019,injury_or_fatal,20,9,0
Rio Arriba County,county,2019,injury_or_fatal,21,5,0
Rio Arriba County,county,2019,injury_or_fatal,22,10,0
Rio Arriba County,county,2019,injury_or_fatal,23,5,0
Rio Arriba County,county,2019,vru,0,1,0
Rio Arriba County,county,2019,vru,1,0,0
Rio Arriba County,county,2019,vru,2,0,0
Rio Arriba County,county,2019,vru,3,0,0
Rio Arriba County,county,2019,vru,4,0,0
Rio Arriba County,county,2019,vru,5,0,0
Rio Arriba County,county,2019,vru,6,0,0
Rio Arriba County,county,2019,vru,7,0,0
Rio Arriba County,county,2019,vru,8,0,0
Rio Arriba County,county,2019,vru,9,0,0
Rio Arriba County,county,2019,vru,10,0,0
Rio Arriba County,county,2019,vru,11,1,0
Rio Arriba County,county,2019,vru,12,0,0
Rio Arriba County,county,2019,vru,13,0,0
Rio Arriba County,county,2019,vru,14,2,0
Rio Arriba County,county,2019,vru,15,0,0
Rio Arriba County,county,2019,vru,16,0,0
Rio Arriba County,county,2019,vru,17,0,0
Rio Arriba County,county,2019,vru,18,2,0
Rio Arriba County,county,2019,vru,19,0,0
Rio Arriba County,county,2019,vru,20,1,0
Rio Arriba County,county,2019,vru,21,0,0
Rio Arriba County,county,2019,vru,22,0,0
Rio Arriba County,county,2019,vru,23,0,0
Rio Arriba County,county,2019,dwi_arrests,0,19,9
Rio Arriba County,county,2019,dwi_arrests,1,8,9
Rio Arriba County,county,2019,dwi_arrests,2,7,9
Rio Arriba County,county,2019,dwi_arrests,3,4,9
Rio Arriba County,county,2019,dwi_arrests,4,3,9
Rio Arriba County,county,2019,dwi_arrests,5,0,9
Rio Arriba County,county,2019,dwi_arrests,6,0,9
Rio Arriba County,county,2019,dwi_arrests,7,0,9
Rio Arriba County,county,2019,dwi_arrests,8,1,9
Rio Arriba County,county,2019,dwi_arrests,9,2,9
Rio Arriba County,county,2019,dwi_arrests,10,3,9
Rio Arriba County,county,2019,dwi_arrests,11,1,9
Rio Arriba County,county,2019,dwi_arrests,12,4,9
Rio Arriba County,county,2019,dwi_arrests,13,2,9
Rio Arriba County,county,2019,dwi_arrests,14,6,9
Rio Arriba County,county,2019,dwi_arrests,15,5,9
Rio Arriba County,county,2019,dwi_arrests,16,5,9
Rio Arriba County,county,2019,dwi_arrests,17,6,9
Rio Arriba County,county,2019,dwi_arrests,18,8,9
Rio Arriba County,county,2019,dwi_arrests,19,10,9
Rio Arriba County,county,2019,dwi_arrests,20,12,9
Rio Arriba County,county,2019,dwi_arrests,21,9,9
Rio Arriba County,county,2019,dwi_arrests,22,9,9
Rio Arriba County,county,2019,dwi_arrests,23,7,9
Rio Arriba County,county,2020,all,0,10,2
Rio Arriba County,county,2020,all,1,11,2
Rio Arriba County,county,2020,all,2,10,2
Rio Arriba County,county,2020,all,3,4,2
Rio Arriba County,county,2020,all,4,6,2
Rio Arriba County,county,2020,all,5,13,2
Rio Arriba County,county,2020,all,6,24,2
Rio Arriba County,county,2020,all,7,21,2
Rio Arriba County,county,2020,all,8,36,2
Rio Arriba County,county,2020,all,9,20,2
Rio Arriba County,county,2020,all,10,45,2
Rio Arriba County,county,2020,all,11,22,2
Rio Arriba County,county,2020,all,12,34,2
Rio Arriba County,county,2020,all,13,31,2
Rio Arriba County,county,2020,all,14,44,2
Rio Arriba County,county,2020,all,15,51,2
Rio Arriba County,county,2020,all,16,54,2
Rio Arriba County,county,2020,all,17,49,2
Rio Arriba County,county,2020,all,18,41,2
Rio Arriba County,county,2020,all,19,37,2
Rio Arriba County,county,2020,all,20,48,2
Rio Arriba County,county,2020,all,21,26,2
Rio Arriba County,county,2020,all,22,18,2
Rio Arriba County,county,2020,all,23,10,2
Rio Arriba County,county,2020,alcohol,0,2,0
Rio Arriba County,county,2020,alcohol,1,0,0
Rio Arriba County,county,2020,alcohol,2,3,0
Rio Arriba County,county,2020,alcohol,3,0,0
Rio Arriba County,county,2020,alcohol,4,1,0
Rio Arriba County,county,2020,alcohol,5,0,0
Rio Arriba County,county,2020,alcohol,6,2,0
Rio Arriba County,county,2020,alcohol,7,1,0
Rio Arriba County,county,2020,alcohol,8,0,0
Rio Arriba County,county,2020,alcohol,9,1,0
Rio Arriba County,county,2020,alcohol,10,2,0
Rio Arriba County,county,2020,alcohol,11,0,0
Rio Arriba County,county,2020,alcohol,12,0,0
Rio Arriba County,county,2020,alcohol,13,2,0
Rio Arriba County,county,2020,alcohol,14,1,0
Rio Arriba County,county,2020,alcohol,15,6,0
Rio Arriba County,county,2020,alcohol,16,9,0
Rio Arriba County,county,2020,alcohol,17,2,0
Rio Arriba County,county,2020,alcohol,18,2,0
Rio Arriba County,county,2020,alcohol,19,3,0
Rio Arriba County,county,2020,alcohol,20,4,0
Rio Arriba County,county,2020,alcohol,21,2,0
Rio Arriba County,county,2020,alcohol,22,0,0
Rio Arriba County,county,2020,alcohol,23,2,0
Rio Arriba County,county,2020,injury_or_fatal,0,1,0
Rio Arriba County,county,2020,injury_or_fatal,1,3,0
Rio Arriba County,county,2020,injury_or_fatal,2,2,0
Rio Arriba County,county,2020,injury_or_fatal,3,2,0
Rio Arriba County,county,2020,injury_or_fatal,4,2,0
Rio Arriba County,county,2020,injury_or_fatal,5,3,0
Rio Arriba County,county,2020,injury_or_fatal,6,6,0
Rio Arriba County,county,2020,injury_or_fatal,7,7,0
Rio Arriba County,county,2020,injury_or_fatal,8,9,0
Rio Arriba County,county,2020,injury_or_fatal,9,4,0
Rio Arriba County,county,2020,injury_or_fatal,10,12,0
Rio Arriba County,county,2020,injury_or_fatal,11,6,0
Rio Arriba County,county,2020,injury_or_fatal,12,10,0
Rio Arriba County,county,2020,injury_or_fatal,13,13,0
Rio Arriba County,county,2020,injury_or_fatal,14,11,0
Rio Arriba County,county,2020,injury_or_fatal,15,15,0
Rio Arriba County,county,2020,injury_or_fatal,16,22,0
Rio Arriba County,county,2020,injury_or_fatal,17,18,0
Rio Arriba County,county,2020,injury_or_fatal,18,16,0
Rio Arriba County,county,2020,injury_or_fatal,19,12,0
Rio Arriba County,county,2020,injury_or_fatal,20,12,0
Rio Arriba County,county,2020,injury_or_fatal,21,10,0
Rio Arriba County,county,2020,injury_or_fatal,22,3,0
Rio Arriba County,county,2020,injury_or_fatal,23,2,0
Rio Arriba County,county,2020,vru,0,0,0
Rio Arriba County,county,2020,vru,1,1,0
Rio Arriba County,county,2020,vru,2,0,0
Rio Arriba County,county,2020,vru,3,0,0
Rio Arriba County,county,2020,vru,4,0,0
Rio Arriba County,county,2020,vru,5,0,0
Rio Arriba County,county,2020,vru,6,0,0
Rio Arriba County,county,2020,vru,7,1,0
Rio Arriba County,county,2020,vru,8,1,0
Rio Arriba County,county,2020,vru,9,0,0
Rio Arriba County,county,2020,vru,10,0,0
Rio Arriba County,county,2020,vru,11,0,0
Rio Arriba County,county,2020,vru,12,0,0
Rio Arriba County,county,2020,vru,13,0,0
Rio Arriba County,county,2020,vru,14,0,0
Rio Arriba County,county,2020,vru,15,0,0
Rio Arriba County,county,2020,vru,16,0,0
Rio Arriba County,county,2020,vru,17,1,0
Rio Arriba County,county,2020,vru,18,0,0
Rio Arriba County,county,2020,vru,19,1,0
Rio Arriba County,county,2020,vru,20,1,0
Rio Arriba County,county,2020,vru,21,0,0
Rio Arriba County,county,2020,vru,22,0,0
Rio Arriba County,county,2020,vru,23,0,0
Rio Arriba County,county,2020,dwi_arrests,0,10,3
Rio Arriba County,county,2020,dwi_arrests,1,4,3
Rio Arriba County,county,2020,dwi_arrests,2,9,3
Rio Arriba County,county,2020,dwi_arrests,3,4,3
Rio Arriba County,county,2020,dwi_arrests,4,4,3
Rio Arriba County,county,2020,dwi_arrests,5,2,3
Rio Arriba County,county,2020,dwi_arrests,6,4,3
Rio Arriba County,county,2020,dwi_arrests,7,2,3
Rio Arriba County,county,2020,dwi_arrests,8,0,3
Rio Arriba County,county,2020,dwi_arrests,9,1,3
Rio Arriba County,county,2020,dwi_arrests,10,2,3
Rio Arriba County,county,2020,dwi_arrests,11,1,3
Rio Arriba County,county,2020,dwi_arrests,12,3,3
Rio Arriba County,county,2020,dwi_arrests,13,2,3
Rio Arriba County,county,2020,dwi_arrests,14,4,3
Rio Arriba County,county,2020,dwi_arrests,15,9,3
Rio Arriba County,county,2020,dwi_arrests,16,2,3
Rio Arriba County,county,2020,dwi_arrests,17,9,3
Rio Arriba County,county,2020,dwi_arrests,18,7,3
Rio Arriba County,county,2020,dwi_arrests,19,16,3
Rio Arriba County,county,2020,dwi_arrests,20,8,3
Rio Arriba County,county,2020,dwi_arrests,21,12,3
Rio Arriba County,county,2020,dwi_arrests,22,17,3
Rio Arriba County,county,2020,dwi_arrests,23,20,3
Rio Arriba County,county,2021,all,0,11,1
Rio Arriba County,county,2021,all,1,10,1
Rio Arriba County,county,2021,all,2,10,1
Rio Arriba County,county,2021,all,3,8,1
Rio Arriba County,county,2021,all,4,6,1
Rio Arriba County,county,2021,all,5,14,1
Rio Arriba County,county,2021,all,6,29,1
Rio Arriba County,county,2021,all,7,23,1
Rio Arriba County,county,2021,all,8,20,1
Rio Arriba County,county,2021,all,9,23,1
Rio Arriba County,county,2021,all,10,35,1
Rio Arriba County,county,2021,all,11,44,1
Rio Arriba County,county,2021,all,12,41,1
Rio Arriba County,county,2021,all,13,33,1
Rio Arriba County,county,2021,all,14,41,1
Rio Arriba County,county,2021,all,15,46,1
Rio Arriba County,county,2021,all,16,44,1
Rio Arriba County,county,2021,all,17,64,1
Rio Arriba County,county,2021,all,18,40,1
Rio Arriba County,county,2021,all,19,27,1
Rio Arriba County,county,2021,all,20,46,1
Rio Arriba County,county,2021,all,21,31,1
Rio Arriba County,county,2021,all,22,20,1
Rio Arriba County,county,2021,all,23,14,1
Rio Arriba County,county,2021,alcohol,0,2,0
Rio Arriba County,county,2021,alcohol,1,1,0
Rio Arriba County,county,2021,alcohol,2,1,0
Rio Arriba County,county,2021,alcohol,3,0,0
Rio Arriba County,county,2021,alcohol,4,0,0
Rio Arriba County,county,2021,alcohol,5,1,0
Rio Arriba County,county,2021,alcohol,6,0,0
Rio Arriba County,county,2021,alcohol,7,0,0
Rio Arriba County,county,2021,alcohol,8,0,0
Rio Arriba County,county,2021,alcohol,9,0,0
Rio Arriba County,county,2021,alcohol,10,1,0
Rio Arriba County,county,2021,alcohol,11,1,0
Rio Arriba County,county,2021,alcohol,12,1,0
Rio Arriba County,county,2021,alcohol,13,0,0
Rio Arriba County,county,2021,alcohol,14,4,0
Rio Arriba County,county,2021,alcohol,15,4,0
Rio Arriba County,county,2021,alcohol,16,3,0
Rio Arriba County,county,2021,alcohol,17,5,0
Rio Arriba County,county,2021,alcohol,18,1,0
Rio Arriba County,county,2021,alcohol,19,1,0
Rio Arriba County,county,2021,alcohol,20,7,0
Rio Arriba County,county,2021,alcohol,21,3,0
Rio Arriba County,county,2021,alcohol,22,3,0
Rio Arriba County,county,2021,alcohol,23,3,0
Rio Arriba County,county,2021,injury_or_fatal,0,2,0
Rio Arriba County,county,2021,injury_or_fatal,1,3,0
Rio Arriba County,county,2021,injury_or_fatal,2,3,0
Rio Arriba County,county,2021,injury_or_fatal,3,2,0
Rio Arriba County,county,2021,injury_or_fatal,4,0,0
Rio Arriba County,county,2021,injury_or_fatal,5,2,0
Rio Arriba County,county,2021,injury_or_fatal,6,4,0
Rio Arriba County,county,2021,injury_or_fatal,7,8,0
Rio Arriba County,county,2021,injury_or_fatal,8,7,0
Rio Arriba County,county,2021,injury_or_fatal,9,4,0
Rio Arriba County,county,2021,injury_or_fatal,10,8,0
Rio Arriba County,county,2021,injury_or_fatal,11,16,0
Rio Arriba County,county,2021,injury_or_fatal,12,16,0
Rio Arriba County,county,2021,injury_or_fatal,13,10,0
Rio Arriba County,county,2021,injury_or_fatal,14,11,0
Rio Arriba County,county,2021,injury_or_fatal,15,15,0
Rio Arriba County,county,2021,injury_or_fatal,16,9,0
Rio Arriba County,county,2021,injury_or_fatal,17,22,0
Rio Arriba County,county,2021,injury_or_fatal,18,14,0
Rio Arriba County,county,2021,injury_or_fatal,19,3,0
Rio Arriba County,county,2021,injury_or_fatal,20,8,0
Rio Arriba County,county,2021,injury_or_fatal,21,4,0
Rio Arriba County,county,2021,injury_or_fatal,22,4,0
Rio Arriba County,county,2021,injury_or_fatal,23,1,0
Rio Arriba County,county,2021,vru,0,0,0
Rio Arriba County,county,2021,vru,1,0,0
Rio Arriba County,county,2021,vru,2,0,0
Rio Arriba County,county,2021,vru,3,0,0
Rio Arriba County,county,2021,vru,4,0,0
Rio Arriba County,county,2021,vru,5,0,0
Rio Arriba County,county,2021,vru,6,0,0
Rio Arriba County,county,2021,vru,7,0,0
Rio Arriba County,county,2021,vru,8,0,0
Rio Arriba County,county,2021,vru,9,1,0
Rio Arriba County,county,2021,vru,10,0,0
Rio Arriba County,county,2021,vru,11,2,0
Rio Arriba County,county,2021,vru,12,0,0
Rio Arriba County,county,2021,vru,13,0,0
Rio Arriba County,county,2021,vru,14,0,0
Rio Arriba County,county,2021,vru,15,0,0
Rio Arriba County,county,2021,vru,16,0,0
Rio Arriba County,county,2021,vru,17,1,0
Rio Arriba County,county,2021,vru,18,2,0
Rio Arriba County,county,2021,vru,19,0,0
Rio Arriba County,county,2021,vru,20,1,0
Rio Arriba County,county,2021,vru,21,0,0
Rio Arriba County,county,2021,vru,22,0,0
Rio Arriba County,county,2021,vru,23,0,0
Rio Arriba County,county,2021,dwi_arrests,0,7,2
Rio Arriba County,county,2021,dwi_arrests,1,12,2
Rio Arriba County,county,2021,dwi_arrests,2,8,2
Rio Arriba County,county,2021,dwi_arrests,3,4,2
Rio Arriba County,county,2021,dwi_arrests,4,1,2
Rio Arriba County,county,2021,dwi_arrests,5,1,2
Rio Arriba County,county,2021,dwi_arrests,6,1,2
Rio Arriba County,county,2021,dwi_arrests,7,1,2
Rio Arriba County,county,2021,dwi_arrests,8,0,2
Rio Arriba County,county,2021,dwi_arrests,9,1,2
Rio Arriba County,county,2021,dwi_arrests,10,1,2
Rio Arriba County,county,2021,dwi_arrests,11,3,2
Rio Arriba County,county,2021,dwi_arrests,12,2,2
Rio Arriba County,county,2021,dwi_arrests,13,3,2
Rio Arriba County,county,2021,dwi_arrests,14,8,2
Rio Arriba County,county,2021,dwi_arrests,15,12,2
Rio Arriba County,county,2021,dwi_arrests,16,4,2
Rio Arriba County,county,2021,dwi_arrests,17,10,2
